Name	SMILES
faropenem	CC(O)C1C(=O)N2C(C(=O)O)=C(C3CCCO3)SC12
meropenem	CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12
ertapenem	CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)Nc4cccc(C(=O)O)c4)C3)C(C)C12
doripenem	CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(CNS(N)(=O)=O)C3)C(C)C12
imipenem	CC(O)C1C(=O)N2C(C(=O)O)=C(SCCN=CN)CC12
biapenem	CC(O)C1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)C(C)C12
monoisopropanolamine	CC(O)CN
propylene glycol	CC(O)CO
proxyphylline	CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C
gabapentin enacarbil	CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C
aprepitant	CC(OC1OCCN(Cc2n[nH]c(=O)[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
fosaprepitant	CC(OC1OCCN(Cc2nc(=O)n(P(=O)(O)O)[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
fosaprepitant meglumine	CC(OC1OCCN(Cc2nc(=O)n(P(=O)(O)O)[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
rolapitant	CC(OCC1(c2ccccc2)CCC2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
lofexidine	CC(Oc1c(Cl)cccc1Cl)C1=NCCN1
crizotinib	CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
pheneticillin	CC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
tiopronin	CC(S)C(=O)NCC(=O)O
zileuton	CC(c1cc2ccccc2s1)N(O)C(N)=O
savolitinib	CC(c1ccc2nccn2c1)n1nnc2ncc(-c3cnn(C)c3)nc21
bemetizide	CC(c1ccccc1)C1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1
isavuconazole	CC(c1nc(-c2ccc(C#N)cc2)cs1)C(O)(Cn1cncn1)c1cc(F)ccc1F
voriconazole	CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F
enoxolone	CC1(C(=O)O)CCC2(C)CCC3(C)C(=C2C1)CC(=O)C1C2(C)CCC(O)C(C)(C)C2CCC13C
neominophagen c	CC1(C(=O)O)CCC2(C)CCC3(C)C(=C2C1)CC(=O)C1C2(C)CCC(O)C(C)(C)C2CCC13C
indocyanine green acid form	CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS(=O)(=O)O)c3ccc4ccccc4c3C2(C)C)N(CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21
indocyanine green	CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)N(CCCCS(=O)(=O)O)c2ccc3ccccc3c21
sulfocamphoric acid	CC1(C)C(C(=O)O)CCC1(CS(=O)(=O)O)C(=O)O
sulbactam	CC1(C)C(C(=O)O)N2C(=O)CC2S1(=O)=O
deltamethrin	CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
lambda-cyhalothrin	CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
cyfluthrin	CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1
cypermethrin	CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
permethrin	CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1
borneol	CC1(C)C2CCC1(C)C(O)C2
ecamsule	CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2=Cc1ccc(C=C2C(=O)C3(CS(=O)(=O)O)CCC2C3(C)C)cc1
cilastatin	CC1(C)CC1C(=O)N=C(CCCCCSCC(N)C(=O)O)C(=O)O
triticonazole	CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1
tamibarotene	CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21
bardoxolone	CC1(C)CCC2(C(=O)O)CCC3(C)C(C(=O)C=C4C5(C)C=C(C#N)C(=O)C(C)(C)C5CCC43C)C2C1
ursadiol	CC1(C)CCC2(C)C(=C3CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC2O)C1
nilutamide	CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O
fluocinolone acetonide	CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1
flunisolide	CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1
flurandrenolide	CC1(C)OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1
desonide	CC1(C)OC2CC3C4CC=C5CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1
halcinonide	CC1(C)OC2CC3C4CC=C5CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CCl)O1
topiramate	CC1(C)OC2COC3(COS(N)(=O)=O)OC(C)(C)OC3C2O1
landiolol	CC1(C)OCC(COC(=O)CCc2ccc(OCC(O)CNCCNC(=O)N3CCOCC3)cc2)O1
hetacillin	CC1(C)SC2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)O
amdinocillin	CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C1C(=O)O
carbenicillin	CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O
ticarcillin	CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccsc3)C(=O)N2C1C(=O)O
amoxicillin	CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O
ampicillin	CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O
ampicillin benzathine	CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O
sultamicillin	CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)OCOC(=O)C1N2C(=O)CC2S(=O)(=O)C1(C)C
mezlocillin	CC1(C)SC2C(NC(=O)C(NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2C1C(=O)O
azlocillin	CC1(C)SC2C(NC(=O)C(NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2C1C(=O)O
phenoxymethylpenicillin benzathine	CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O
phenoxymethylpenicillin	CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O
penicillin g benzathine	CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O
benzathine benzylpenicillin	CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O
benzylpenicillin	CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O
picibanil	CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O
ganaplacide	CC1(C)c2nc(-c3ccc(F)cc3)c(Nc3ccc(F)cc3)n2CCN1C(=O)CN
delamanid	CC1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1
tazobactam	CC1(Cn2ccnn2)C(C(=O)O)N2C(=O)CC2S1(=O)=O
darovasertib	CC1(N)CCN(c2cccnc2NC(=O)c2nc(-c3ncccc3C(F)(F)F)cnc2N)CC1
linsitinib	CC1(O)CC(c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn23)C1
terpin hydrate	CC1(O)CCC(C(C)(C)O)CC1
fluoxymesterone	CC1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3(F)C(O)CC21C
metribolone	CC1(O)CCC2C3=C(C=CC21C)C1=C(CC3)CC(=O)CC1
fulvic acid	CC1(O)Cc2oc3cc(O)c(O)c(C(=O)O)c3c(=O)c2CO1
veliparib	CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1
dehydrochloromethyltestosterone	CC12C=CC(=O)C(Cl)=C1CCC1C2CCC2(C)C1CCC2(C)O
cloprednol	CC12C=CC(=O)C=C1C(Cl)=CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
chloroprednisone	CC12C=CC(=O)C=C1C(Cl)CC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO
fluclorolone	CC12C=CC(=O)C=C1C(F)CC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(Cl)C12Cl
fluocinolone	CC12C=CC(=O)C=C1C(F)CC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F
prednisone	CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO
prednisolone	CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
prednisolone hemisuccinate	CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O
atl-2502	CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)c1cccc(S(=O)(=O)O)c1
prednisolone phosphate	CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COP(=O)(O)O
loteprednol	CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)OCCl
boldenone	CC12C=CC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12
metandienone	CC12C=CC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O
triamcinolone	CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F
1-testosterone	CC12C=CC(=O)CC1CCC1C2CCC2(C)C(O)CCC12
dutasteride	CC12C=CC(=O)NC1CCC1C2CCC2(C)C(C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CCC12
trenbolone	CC12C=CC3=C(CC=C4CC(=O)CCC43)C1CCC2O
oxymetholone	CC12CC(C=O)C(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O
memantine	CC12CC3CC(C)(C1)CC(N)(C3)C2
drospirenone	CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1
canrenoic acid	CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC2(O)CCC(=O)O
potassium canrenoate	CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC2(O)CCC(=O)[O-]
canrenone	CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC21CCC(=O)O1
cortisone	CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO
hydrocortisone	CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO
hydrocortisone succinate	CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O
tixocortol	CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CS
aldosterone	CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12
desoxycortone	CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12
epitestosterone	CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12
testosterone	CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12
testosterone cypionate	CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)CCC3CCCC3)CCC12
testosterone phenylpropionate	CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)CCc3ccccc3)CCC12
methyltestosterone	CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O
fludrocortisone	CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F
eucalyptol	CC12CCC(CC1)C(C)(C)O2
synthetic camphor	CC12CCC(CC1=O)C2(C)C
camphor	CC12CCC(CC1=O)C2(C)C
abiraterone	CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3cccnc3)=CCC12
dienogest	CC12CC=C3C4=C(CCC3C1CCC2(O)CC#N)CC(=O)CC4
equilin	CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O
prasterone	CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O
prasterone sulfate	CC12CCC3C(CC=C4CC(OS(=O)(=O)O)CCC43C)C1CCC2=O
androstenedione	CC12CCC3C(CC=C4CC(=O)CCC43C)C1CCC2=O
stanolone	CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O
nandrolone	CC12CCC3C4=C(CCC3C1CCC2O)CC(=O)CC4
fulvestrant	CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O
estetrol	CC12CCC3c4ccc(O)cc4CCC3C1C(O)C(O)C2O
estriol	CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O
estrone	CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O
estradiol	CC12CCC3c4ccc(O)cc4CCC3C1CCC2O
estradiol cypionate	CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC(=O)CCC1CCCC1
estramustine	CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2O
estrone sulfate	CC12CCC3c4ccc(OS(=O)(=O)O)cc4CCC3C1CCC2=O
dezocine	CC12CCCCCC(Cc3ccc(O)cc31)C2N
oxandrolone	CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O
stanozolol	CC12Cc3c[nH]nc3CC1CCC1C2CCC2(C)C1CCC2(C)O
marizomib	CC12OC(=O)C1(C(O)C1C=CCCC1)NC(=O)C2CCCl
lestaurtinib	CC12OC(CC1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O
cefradine	CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1
cefadroxil	CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1
cephalexin	CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1
azelnidipine	CC1=NC(=N)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)C(c2cccc([N+](=O)[O-])c2)C1C(=O)OC(C)C
azelnipidine	CC1=NC(=N)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)C(c2cccc([N+](=O)[O-])c2)C1C(=O)OC(C)C
efonidipine	CC1=NC(C)=C(P2(=O)OCC(C)(C)CO2)C(c2cccc([N+](=O)[O-])c2)C1C(=O)OCCN(Cc1ccccc1)c1ccccc1
seratrodast	Cc1c(C)c(O)c(C(=CCCCCC(=O)O)c2ccccc2)c(C)c1O
sulindac	CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1
metenolone	CC1=CC(=O)CC2CCC3C4CCC(O)C4(C)CCC3C12C
ketazolam	CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1
menadione	CC1=CC(=O)c2ccccc2C1=O
carenal	CC1=CC2(C=O)C(CC1)C2(C)C
terpineol	CC1=CCC(C(C)(C)O)CC1
sobrerol	CC1=CCC(C(C)(C)O)CC1O
utidelone	CC1=CCC(C(C)=Cc2csc(C)n2)OC(=O)CC(O)C(C)(C)C(=O)C(C)C(O)C(C)CCC1
ectoine	CC1=NC(C(=O)O)CCN1
edaravone	Cc1cc(=O)n(-c2ccccc2)[nH]1
diazoxide	CC1=NS(=O)(=O)c2cc(Cl)ccc2N1
aztreonam	CC1C(=NC(=O)C(NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O
atogepant	CC1C(c2c(F)ccc(F)c2F)CC(NC(=O)c2cnc3c(c2)CC2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F
ubrogepant	CC1C(c2ccccc2)CC(NC(=O)c2cnc3c(c2)CC2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F
phendimetrazine	CC1C(c2ccccc2)OCCN1C
phenazocine	CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1
mesterolone	CC1CC(=O)CC2CCC3C4CCC(O)C4(C)CCC3C12C
levosimendan	CC1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1
lgh-447	CC1CC(N)CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C1
cyclandelate	CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1
homosalate	CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1
drostanolone	CC1CC2(C)C(CCC3C4CCC(O)C4(C)CCC32)CC1=O
methylprednisone	CC1=C2CC(=O)C=CC2(C)C2C(=O)CC3(C)C(CCC3(O)C(=O)CO)C2C1
methylprednisolone	CC1=C2CC(=O)C=CC2(C)C2C(O)CC3(C)C(CCC3(O)C(=O)CO)C2C1
methylprednisolone hemisuccinate	CC1=C2CC(=O)C=CC2(C)C2C(O)CC3(C)C(CCC3(O)C(=O)COC(=O)CCC(=O)O)C2C1
alclometasone	CC1CC2C3C(Cl)C=C4CC(=O)C=CC4(C)C3C(O)CC2(C)C1(O)C(=O)CO
halometasone	CC1CC2C3CC(F)C4=CC(=O)C(Cl)=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
clocortolone	CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1C(=O)CO
ulobetasol	CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CCl
flumethasone	CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
diflorasone	CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
fluticasone	CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)SCF
fluticasone furoate	CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)SCF
difluocortolone	CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO
fluocortolone	CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1C(=O)CO
mometasone	CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CCl
beclomethasone	CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CO
mometasone furoate	CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl
clobetasone	CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(=O)CC2(C)C1(O)C(=O)CCl
clobetasol	CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CCl
betamethasone	CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
dexamethasone	CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
desoximetasone	CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO
meprednisone	CC1CC2C3CC=C4CC(=O)C=CC4(C)C3C(=O)CC2(C)C1(O)C(=O)CO
natamycin	CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O
levomenthol	CC1CCC(C(C)C)C(O)C1
menthol	CC1CCC(C(C)C)C(O)C1
meradimate	CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1
dihydrotachysterol	CC1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C
ursolic acid	CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C
boswellic acid	CC1CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C(=O)O)C5CCC43C)C2C1C
ruscogenin	CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CC(O)C5(C)C4CCC3(C)C1C2C
artemisinin	CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4
artenimol	CC1CCC2C(C)C(O)OC3OC4(C)CCC1C32OO4
artesunate	CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC3OC4(C)CCC1C32OO4
pirmenol	CC1CCCC(C)N1CCCC(O)(c1ccccc1)c1ccccn1
clopamide	CC1CCCC(C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
tofacitinib	CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12
melperone	CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1
dolutegravir	CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12
nadifloxacin	CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
flumequine	CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23
ensartinib	CC1CN(C(=O)c2ccc(NC(=O)c3cc(OC(C)c4c(Cl)ccc(F)c4Cl)c(N)nn3)cc2)CC(C)N1
levocabastine	CC1CN(C2CCC(C#N)(c3ccc(F)cc3)CC2)CCC1(C(=O)O)c1ccccc1
alvimopan	CC1CN(CC(Cc2ccccc2)C(=O)NCC(=O)O)CCC1(C)c1cccc(O)c1
sparfloxacin	CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1
oxazolam	CC1CN2CC(=O)Nc3ccc(Cl)cc3C2(c2ccccc2)O1
ripasudil	CC1CNCCCN1S(=O)(=O)c1cccc2cncc(F)c12
lorcaserin	CC1CNCCc2ccc(Cl)cc21
argatroban	CC1CNc2c(cccc2S(=O)(=O)NC(CCCN=C(N)N)C(=O)N2CCC(C)CC2C(=O)O)C1
mexazolam	CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12
cabotegravir	CC1COC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12
pazufloxacin	CC1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
levofloxacin	CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
ofloxacin	CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
indapamide	CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
imeglimin	CC1N=C(N(C)C)N=C(N)N1
3-fluorophenmetrazine	CC1NCCOC1c1cccc(F)c1
phenmetrazine	CC1NCCOC1c1ccccc1
garenoxacin	CC1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21
paraldehyde	CC1OC(C)OC(C)O1
digoxin	CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O
digitoxin	CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O
proscillaridin	CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O
ouabain	CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O
lespedin	CC1OC(Oc2cc(O)c3c(=O)c(OC4OC(C)C(O)C(O)C4O)c(-c4ccc(O)cc4)oc3c2)C(O)C(O)C1O
doxifluridine	CC1OC(n2cc(F)c(=O)[nH]c2=O)C(O)C1O
fosfomycin	CC1OC1P(=O)(O)O
cevimeline	CC1OC2(CS1)CN1CCC2CC1
elenbecestat	CC1OCC2(c3cc(NC(=O)c4cnc(C(F)F)cn4)ccc3F)N=C(N)SCC12
lorlatinib	CC1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21
doxycycline	CC1c2cccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21
dienestrol	CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1
ingenol mebutate	CC=C(C)C(=O)OC1C(C)=CC23C(=O)C(=CC(CO)C(O)C12O)C1C(CC3C)C1(C)C
huperzine a	CC=C1C2C=C(C)CC1(N)c1ccc(=O)[nH]c1C2
romidepsin	CCC1=NC(=O)C2CSSCCC=CC(CC(=O)NC(C(C)C)C(=O)N2)OC(=O)C(C(C)C)NC1=O
crotamiton	CC=CC(=O)N(CC)c1ccccc1C
cefprozil	CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1
potassium sorbate	CC=CC=CC(=O)[O-]
anethole	CC=Cc1ccc(OC)cc1
diethylstilbestrol	CC=C(c1ccc(O)cc1)C(CC)c1ccc(O)cc1
fosfestrol	CCC(=C(CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1
endoxifen	CCC(=C(c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1
tamoxifen	CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
levomethadone	CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1
methadone	CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1
normethadone	CCC(=O)C(CCN(C)C)(c1ccccc1)c1ccccc1
rimexolone	CCC(=O)C1(C)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3C(O)CC21C
promegestone	CCC(=O)C1(C)CCC2C3=C(CCC21C)C1=C(CC3)CC(=O)CC1
ketobemidone	CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1
remifentanil	CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1
carfentanil	CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1
sufentanil	CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1
alfentanil	CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1
fentanyl	CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
norfentanyl	CCC(=O)N(c1ccccc1)C1CCNCC1
tasimelteon	CCC(=O)NCC1CC1c1cccc2c1CCO2
ramelteon	CCC(=O)NCCC1CCc2ccc3c(c21)CCO3
parecoxib	CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1
